行列头两行不会被读取,,,,,,,,,,,,,,,,,,,
,,"物品id
",,,,,"0：普通物品
1: 装备
2: 晶石 
3: 礼包","

","0:白 1:绿 2:蓝 3:紫 4:橙
5:红",,永久物品填-1,时限开始时间,公式生成时间戳，策划不用填,0否1是,货币类型，参照Token.xlsx,,,-1：无效果 0: 掉落物品 ,-1：无需填 0: 掉落id ,,,,此列由前3列自动生成，不用填写
,,3681,残响-风5星，4号位,残响-风5星，4号位,icon_1,关卡,2,3,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3682,残响-风5星，4号位,残响-风5星，4号位,icon_1,关卡,2,3,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3683,残响-风5星，4号位,残响-风5星，4号位,icon_1,关卡,2,3,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3684,残响-风5星，5号位,残响-风5星，5号位,icon_1,关卡,2,3,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3685,残响-风5星，5号位,残响-风5星，5号位,icon_1,关卡,2,3,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3686,残响-风5星，5号位,残响-风5星，5号位,icon_1,关卡,2,3,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3687,残响-风5星，5号位,残响-风5星，5号位,icon_1,关卡,2,3,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3688,残响-风5星，5号位,残响-风5星，5号位,icon_1,关卡,2,3,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3689,残响-风5星，5号位,残响-风5星，5号位,icon_1,关卡,2,3,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3690,残响-风6星，1号位,残响-风6星，1号位,icon_1,关卡,2,3,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3691,残响-风6星，1号位,残响-风6星，1号位,icon_1,关卡,2,3,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3692,残响-风6星，1号位,残响-风6星，1号位,icon_1,关卡,2,3,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3693,残响-风6星，1号位,残响-风6星，1号位,icon_1,关卡,2,3,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3694,残响-风6星，1号位,残响-风6星，1号位,icon_1,关卡,2,3,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3695,残响-风6星，1号位,残响-风6星，1号位,icon_1,关卡,2,3,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3696,残响-风6星，2号位,残响-风6星，2号位,icon_1,关卡,2,3,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3697,残响-风6星，2号位,残响-风6星，2号位,icon_1,关卡,2,3,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3698,残响-风6星，2号位,残响-风6星，2号位,icon_1,关卡,2,3,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3699,残响-风6星，2号位,残响-风6星，2号位,icon_1,关卡,2,3,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3700,残响-风6星，2号位,残响-风6星，2号位,icon_1,关卡,2,3,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3701,残响-风6星，2号位,残响-风6星，2号位,icon_1,关卡,2,3,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3702,残响-风6星，3号位,残响-风6星，3号位,icon_1,关卡,2,3,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3703,残响-风6星，3号位,残响-风6星，3号位,icon_1,关卡,2,3,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3704,残响-风6星，3号位,残响-风6星，3号位,icon_1,关卡,2,3,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3705,残响-风6星，3号位,残响-风6星，3号位,icon_1,关卡,2,3,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3706,残响-风6星，3号位,残响-风6星，3号位,icon_1,关卡,2,3,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3707,残响-风6星，3号位,残响-风6星，3号位,icon_1,关卡,2,3,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3708,残响-风6星，4号位,残响-风6星，4号位,icon_1,关卡,2,3,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3709,残响-风6星，4号位,残响-风6星，4号位,icon_1,关卡,2,3,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3710,残响-风6星，4号位,残响-风6星，4号位,icon_1,关卡,2,3,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3711,残响-风6星，4号位,残响-风6星，4号位,icon_1,关卡,2,3,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3712,残响-风6星，4号位,残响-风6星，4号位,icon_1,关卡,2,3,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3713,残响-风6星，4号位,残响-风6星，4号位,icon_1,关卡,2,3,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3714,残响-风6星，5号位,残响-风6星，5号位,icon_1,关卡,2,3,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3715,残响-风6星，5号位,残响-风6星，5号位,icon_1,关卡,2,3,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3716,残响-风6星，5号位,残响-风6星，5号位,icon_1,关卡,2,3,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3717,残响-风6星，5号位,残响-风6星，5号位,icon_1,关卡,2,3,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3718,残响-风6星，5号位,残响-风6星，5号位,icon_1,关卡,2,3,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3719,残响-风6星，5号位,残响-风6星，5号位,icon_1,关卡,2,3,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3720,残响-雷1星，1号位,残响-雷1星，1号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3721,残响-雷1星，1号位,残响-雷1星，1号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3722,残响-雷1星，1号位,残响-雷1星，1号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3723,残响-雷1星，1号位,残响-雷1星，1号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3724,残响-雷1星，1号位,残响-雷1星，1号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3725,残响-雷1星，1号位,残响-雷1星，1号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3726,残响-雷1星，2号位,残响-雷1星，2号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3727,残响-雷1星，2号位,残响-雷1星，2号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3728,残响-雷1星，2号位,残响-雷1星，2号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3729,残响-雷1星，2号位,残响-雷1星，2号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3730,残响-雷1星，2号位,残响-雷1星，2号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3731,残响-雷1星，2号位,残响-雷1星，2号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3732,残响-雷1星，3号位,残响-雷1星，3号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3733,残响-雷1星，3号位,残响-雷1星，3号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3734,残响-雷1星，3号位,残响-雷1星，3号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3735,残响-雷1星，3号位,残响-雷1星，3号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3736,残响-雷1星，3号位,残响-雷1星，3号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3737,残响-雷1星，3号位,残响-雷1星，3号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3738,残响-雷1星，4号位,残响-雷1星，4号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3739,残响-雷1星，4号位,残响-雷1星，4号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3740,残响-雷1星，4号位,残响-雷1星，4号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3741,残响-雷1星，4号位,残响-雷1星，4号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3742,残响-雷1星，4号位,残响-雷1星，4号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3743,残响-雷1星，4号位,残响-雷1星，4号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3744,残响-雷1星，5号位,残响-雷1星，5号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3745,残响-雷1星，5号位,残响-雷1星，5号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3746,残响-雷1星，5号位,残响-雷1星，5号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3747,残响-雷1星，5号位,残响-雷1星，5号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3748,残响-雷1星，5号位,残响-雷1星，5号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3749,残响-雷1星，5号位,残响-雷1星，5号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3750,残响-雷2星，1号位,残响-雷2星，1号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3751,残响-雷2星，1号位,残响-雷2星，1号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3752,残响-雷2星，1号位,残响-雷2星，1号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3753,残响-雷2星，1号位,残响-雷2星，1号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3754,残响-雷2星，1号位,残响-雷2星，1号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3755,残响-雷2星，1号位,残响-雷2星，1号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3756,残响-雷2星，2号位,残响-雷2星，2号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3757,残响-雷2星，2号位,残响-雷2星，2号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3758,残响-雷2星，2号位,残响-雷2星，2号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3759,残响-雷2星，2号位,残响-雷2星，2号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3760,残响-雷2星，2号位,残响-雷2星，2号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3761,残响-雷2星，2号位,残响-雷2星，2号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3762,残响-雷2星，3号位,残响-雷2星，3号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3763,残响-雷2星，3号位,残响-雷2星，3号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3764,残响-雷2星，3号位,残响-雷2星，3号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3765,残响-雷2星，3号位,残响-雷2星，3号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3766,残响-雷2星，3号位,残响-雷2星，3号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3767,残响-雷2星，3号位,残响-雷2星，3号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3768,残响-雷2星，4号位,残响-雷2星，4号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3769,残响-雷2星，4号位,残响-雷2星，4号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3770,残响-雷2星，4号位,残响-雷2星，4号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3771,残响-雷2星，4号位,残响-雷2星，4号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3772,残响-雷2星，4号位,残响-雷2星，4号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3773,残响-雷2星，4号位,残响-雷2星，4号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3774,残响-雷2星，5号位,残响-雷2星，5号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3775,残响-雷2星，5号位,残响-雷2星，5号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3776,残响-雷2星，5号位,残响-雷2星，5号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3777,残响-雷2星，5号位,残响-雷2星，5号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3778,残响-雷2星，5号位,残响-雷2星，5号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3779,残响-雷2星，5号位,残响-雷2星，5号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3780,残响-雷3星，1号位,残响-雷3星，1号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3781,残响-雷3星，1号位,残响-雷3星，1号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3782,残响-雷3星，1号位,残响-雷3星，1号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3783,残响-雷3星，1号位,残响-雷3星，1号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3784,残响-雷3星，1号位,残响-雷3星，1号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3785,残响-雷3星，1号位,残响-雷3星，1号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3786,残响-雷3星，2号位,残响-雷3星，2号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3787,残响-雷3星，2号位,残响-雷3星，2号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3788,残响-雷3星，2号位,残响-雷3星，2号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3789,残响-雷3星，2号位,残响-雷3星，2号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3790,残响-雷3星，2号位,残响-雷3星，2号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3791,残响-雷3星，2号位,残响-雷3星，2号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3792,残响-雷3星，3号位,残响-雷3星，3号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3793,残响-雷3星，3号位,残响-雷3星，3号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3794,残响-雷3星，3号位,残响-雷3星，3号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3795,残响-雷3星，3号位,残响-雷3星，3号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3796,残响-雷3星，3号位,残响-雷3星，3号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3797,残响-雷3星，3号位,残响-雷3星，3号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3798,残响-雷3星，4号位,残响-雷3星，4号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3799,残响-雷3星，4号位,残响-雷3星，4号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3800,残响-雷3星，4号位,残响-雷3星，4号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3801,残响-雷3星，4号位,残响-雷3星，4号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3802,残响-雷3星，4号位,残响-雷3星，4号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3803,残响-雷3星，4号位,残响-雷3星，4号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3804,残响-雷3星，5号位,残响-雷3星，5号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3805,残响-雷3星，5号位,残响-雷3星，5号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3806,残响-雷3星，5号位,残响-雷3星，5号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3807,残响-雷3星，5号位,残响-雷3星，5号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3808,残响-雷3星，5号位,残响-雷3星，5号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3809,残响-雷3星，5号位,残响-雷3星，5号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3810,残响-雷4星，1号位,残响-雷4星，1号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3811,残响-雷4星，1号位,残响-雷4星，1号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3812,残响-雷4星，1号位,残响-雷4星，1号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3813,残响-雷4星，1号位,残响-雷4星，1号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3814,残响-雷4星，1号位,残响-雷4星，1号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3815,残响-雷4星，1号位,残响-雷4星，1号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3816,残响-雷4星，2号位,残响-雷4星，2号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3817,残响-雷4星，2号位,残响-雷4星，2号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3818,残响-雷4星，2号位,残响-雷4星，2号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3819,残响-雷4星，2号位,残响-雷4星，2号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3820,残响-雷4星，2号位,残响-雷4星，2号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3821,残响-雷4星，2号位,残响-雷4星，2号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3822,残响-雷4星，3号位,残响-雷4星，3号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3823,残响-雷4星，3号位,残响-雷4星，3号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3824,残响-雷4星，3号位,残响-雷4星，3号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3825,残响-雷4星，3号位,残响-雷4星，3号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3826,残响-雷4星，3号位,残响-雷4星，3号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3827,残响-雷4星，3号位,残响-雷4星，3号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3828,残响-雷4星，4号位,残响-雷4星，4号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3829,残响-雷4星，4号位,残响-雷4星，4号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3830,残响-雷4星，4号位,残响-雷4星，4号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3831,残响-雷4星，4号位,残响-雷4星，4号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3832,残响-雷4星，4号位,残响-雷4星，4号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3833,残响-雷4星，4号位,残响-雷4星，4号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3834,残响-雷4星，5号位,残响-雷4星，5号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
